試合,公式戦,J1,年月日,大会名ほか,相手チーム,会場,項目,H/A,スコア,得点,失点,観客数
1046,755,527,2009.05.24,2009Jリーグ ディビジョン1 第13節,大宮アルディージャ,埼玉スタジアム2002,L,A,△ 1 - 1,1,1,"32,418人"
1047,756,,2009.05.30,2009Jリーグヤマザキナビスコカップ 予選リーグ 第4節,アルビレックス新潟,埼玉スタジアム2002,LC,H,○ 2 - 0,2,0,"27,446人"
1048,757,,2009.06.03,2009Jリーグヤマザキナビスコカップ 予選リーグ 第5節,ジュビロ磐田,さいたま市浦和駒場スタジアム,LC,H,○ 1 - 0,1,0,"17,172人"
1049,758,,2009.06.13,2009Jリーグヤマザキナビスコカップ 予選リーグ 第7節,大宮アルディージャ,埼玉スタジアム2002,LC,H,○ 6 - 2,6,2,"36,251人"
1050,,,2009.06.14,2009Jサテライトリーグ 第5日,モンテディオ山形,NDソフトスタジアム山形,S,A,○ 1 - 0,1,0,"3,283人"
1051,759,528,2009.06.21,2009Jリーグ ディビジョン1 第14節,横浜F・マリノス,日産スタジアム,L,A,● 0 - 2,0,2,"40,228人"
1052,760,529,2009.06.27,2009Jリーグ ディビジョン1 第15節,ヴィッセル神戸,さいたま市浦和駒場スタジアム,L,H,○ 2 - 0,2,0,"18,777人"
1053,,,2009.06.28,2009Jサテライトリーグ 第6日,ザスパ草津,熊谷スポーツ文化公園陸上競技場,S,H,△ 1 - 1,1,1,"3,208人"
1054,761,530,2009.07.04,2009Jリーグ ディビジョン1 第16節,モンテディオ山形,NDソフトスタジアム山形,L,A,○ 3 - 2,3,2,"20,102人"
1055,762,531,2009.07.11,2009Jリーグ ディビジョン1 第17節,サンフレッチェ広島,埼玉スタジアム2002,L,H,○ 2 - 1,2,1,"44,149人"
1056,763,,2009.07.15,2009Jリーグヤマザキナビスコカップ 準々決勝 第1戦,清水エスパルス,埼玉スタジアム2002,LC,H,○ 2 - 1,2,1,"21,271人"
1057,764,532,2009.07.18,2009Jリーグ ディビジョン1 第18節,大分トリニータ,九州石油ドーム,L,A,● 0 - 1,0,1,"24,833人"
1058,765,533,2009.07.25,2009Jリーグ ディビジョン1 第19節,名古屋グランパス,埼玉スタジアム2002,L,H,● 0 - 3,0,3,"44,976人"
1059,766,,2009.07.29,2009Jリーグヤマザキナビスコカップ 準々決勝 第2戦,清水エスパルス,アウトソーシングスタジアム日本平,LC,A,● 0 - 3,0,3,"12,014人"
1060,767,534,2009.08.02,2009Jリーグ ディビジョン1 第20節,清水エスパルス,埼玉スタジアム2002,L,H,● 0 - 1,0,1,"45,186人"
1061,768,535,2009.08.15,2009Jリーグ ディビジョン1 第21節,ガンバ大阪,万博記念競技場,L,A,● 0 - 1,0,1,"20,211人"
1062,769,536,2009.08.19,2009Jリーグ ディビジョン1 第22節,柏レイソル,埼玉スタジアム2002,L,H,● 1 - 4,1,4,"38,740人"
1063,770,537,2009.08.22,2009Jリーグ ディビジョン1 第23節,サンフレッチェ広島,広島ビッグアーチ,L,A,● 1 - 2,1,2,"27,113人"
1064,771,538,2009.08.29,2009Jリーグ ディビジョン1 第24節,ヴィッセル神戸,ホームズスタジアム神戸,L,A,● 2 - 3,2,3,"19,094人"
1065,772,539,2009.09.13,2009Jリーグ ディビジョン1 第25節,モンテディオ山形,埼玉スタジアム2002,L,H,○ 4 - 1,4,1,"41,500人"
1066,773,540,2009.09.19,2009Jリーグ ディビジョン1 第26節,川崎フロンターレ,等々力陸上競技場,L,A,○ 2 - 0,2,0,"22,390人"
1067,774,541,2009.09.27,2009Jリーグ ディビジョン1 第27節,横浜F・マリノス,埼玉スタジアム2002,L,H,● 1 - 2,1,2,"45,023人"
1068,775,542,2009.10.03,2009Jリーグ ディビジョン1 第28節,ジェフユナイテッド千葉,埼玉スタジアム2002,L,H,○ 3 - 1,3,1,"38,634人"
1069,,,2009.10.04,2009Jサテライトリーグ 第10日,モンテディオ山形,埼玉スタジアム2002 第2グラウンド,S,H,○ 3 - 0,3,0,"1,561人"
1070,776,,2009.10.11,第89回天皇杯全日本サッカー選手権大会 2回戦,松本山雅FC,松本平広域公園総合球技場,E,N,● 0 - 2,0,2,"14,494人"
1071,777,543,2009.10.17,2009Jリーグ ディビジョン1 第29節,アルビレックス新潟,東北電力ビッグスワンスタジアム,L,A,○ 1 - 0,1,0,"39,963人"
1072,,,2009.10.18,2009Jサテライトリーグ 第11日,ザスパ草津,嬬恋村運動公園陸上競技場,S,A,△ 1 - 1,1,1,500人
1073,778,544,2009.10.25,2009Jリーグ ディビジョン1 第30節,大宮アルディージャ,埼玉スタジアム2002,L,H,● 0 - 3,0,3,"43,746人"
1074,779,545,2009.11.08,2009Jリーグ ディビジョン1 第31節,FC東京,味の素スタジアム,L,A,○ 1 - 0,1,0,"40,701人"
1075,780,546,2009.11.21,2009Jリーグ ディビジョン1 第32節,ジュビロ磐田,埼玉スタジアム2002,L,H,○ 3 - 2,3,2,"43,619人"
1076,781,547,2009.11.28,2009Jリーグ ディビジョン1 第33節,京都サンガF.C.,京都市西京極総合運動公園陸上競技場兼球技場,L,A,● 0 - 1,0,1,"18,121人"
1077,782,548,2009.12.05,2009Jリーグ ディビジョン1 第34節,鹿島アントラーズ,埼玉スタジアム2002,L,H,● 0 - 1,0,1,"53,783人"
1078,,,2010.02.21,Ｊリーグプレシーズンマッチ,徳島ヴォルティス,鳴門・大塚スポーツパークポカリスエットスタジアム,P,A,● 1 - 2,1,2,"6,713人"
1079,783,549,2010.03.06,2010Jリーグ ディビジョン1 第1節,鹿島アントラーズ,茨城県立カシマサッカースタジアム,L,A,● 0 - 2,0,2,"35,251人"
1080,784,550,2010.03.14,2010Jリーグ ディビジョン1 第2節,FC東京,埼玉スタジアム2002,L,H,○ 1 - 0,1,0,"50,096人"
1081,785,551,2010.03.21,2010Jリーグ ディビジョン1 第3節,モンテディオ山形,NDソフトスタジアム山形,L,A,△ 1 - 1,1,1,"19,021人"
1082,786,552,2010.03.27,2010Jリーグ ディビジョン1 第4節,セレッソ大阪,大阪長居スタジアム,L,A,○ 3 - 2,3,2,"16,261人"
1083,787,,2010.03.31,2010Jリーグヤマザキナビスコカップ 予選リーグ 第1節,ジュビロ磐田,埼玉スタジアム2002,LC,H,△ 1 - 1,1,1,"22,836人"
1084,788,553,2010.04.03,2010Jリーグ ディビジョン1 第5節,湘南ベルマーレ,埼玉スタジアム2002,L,H,○ 2 - 1,2,1,"36,790人"
1085,789,554,2010.04.10,2010Jリーグ ディビジョン1 第6節,アルビレックス新潟,東北電力ビッグスワンスタジアム,L,A,○ 2 - 0,2,0,"32,485人"
1086,790,,2010.04.14,2010Jリーグヤマザキナビスコカップ 予選リーグ 第2節,ヴィッセル神戸,ホームズスタジアム神戸,LC,A,○ 3 - 1,3,1,"5,524人"
1087,791,555,2010.04.18,2010Jリーグ ディビジョン1 第7節,川崎フロンターレ,埼玉スタジアム2002,L,H,○ 3 - 0,3,0,"46,313人"
1088,792,556,2010.04.24,2010Jリーグ ディビジョン1 第8節,ジュビロ磐田,埼玉スタジアム2002,L,H,● 0 - 1,0,1,"37,116人"
1089,793,557,2010.05.01,2010Jリーグ ディビジョン1 第9節,清水エスパルス,エコパスタジアム,L,A,● 1 - 2,1,2,"38,851人"
1090,794,558,2010.05.05,2010Jリーグ ディビジョン1 第10節,名古屋グランパス,埼玉スタジアム2002,L,H,○ 2 - 1,2,1,"55,410人"
1091,795,559,2010.05.08,2010Jリーグ ディビジョン1 第11節,横浜F・マリノス,埼玉スタジアム2002,L,H,● 2 - 3,2,3,"48,246人"
1092,796,560,2010.05.15,2010Jリーグ ディビジョン1 第12節,ベガルタ仙台,宮城スタジアム,L,A,△ 1 - 1,1,1,"24,162人"
1093,797,,2010.05.22,2010Jリーグヤマザキナビスコカップ 予選リーグ 第3節,湘南ベルマーレ,平塚競技場,LC,A,○ 2 - 1,2,1,"12,322人"
1094,798,,2010.05.26,2010Jリーグヤマザキナビスコカップ 予選リーグ 第4節,モンテディオ山形,さいたま市浦和駒場スタジアム,LC,H,● 0 - 2,0,2,"13,371人"
1095,799,,2010.05.30,2010Jリーグヤマザキナビスコカップ 予選リーグ 第5節,清水エスパルス,埼玉スタジアム2002,LC,H,● 0 - 1,0,1,"34,040人"
1096,800,,2010.06.09,2010Jリーグヤマザキナビスコカップ 予選リーグ 第7節,横浜F・マリノス,日産スタジアム,LC,A,△ 0 - 0,0,0,"13,463人"
1097,,,2010.07.05,2010Jリーグプレシーズンマッチ ハンプティーダンプティースペシャルマッチ,ザスパ草津,正田醤油スタジアム,P,A,● 1 - 3,1,3,"5,950人"
1098,,,2010.07.11,国際親善試合,水原三星ブルーウィングス(韓国),水原ワールドカップスタジアム,I,A,△ 0 - 0,0,0,"23,472人"
1099,801,561,2010.07.18,2010Jリーグ ディビジョン1 第13節,ガンバ大阪,万博記念競技場,L,A,● 2 - 3,2,3,"20,201人"
1100,802,562,2010.07.24,2010Jリーグ ディビジョン1 第14節,サンフレッチェ広島,埼玉スタジアム2002,L,H,● 0 - 1,0,1,"37,470人"
1101,803,563,2010.07.28,2010Jリーグ ディビジョン1 第15節,京都サンガF.C.,京都市西京極総合運動公園陸上競技場兼球技場,L,A,○ 4 - 0,4,0,"10,530人"
1102,804,564,2010.07.31,2010Jリーグ ディビジョン1 第16節,大宮アルディージャ,埼玉スタジアム2002,L,H,● 0 - 1,0,1,"40,326人"
1103,805,565,2010.08.08,2010Jリーグ ディビジョン1 第17節,ヴィッセル神戸,ホームズスタジアム神戸,L,A,● 0 - 1,0,1,"12,799人"
1104,806,566,2010.08.14,2010Jリーグ ディビジョン1 第18節,名古屋グランパス,豊田スタジアム,L,A,● 1 - 3,1,3,"31,715人"
1105,807,567,2010.08.17,2010Jリーグ ディビジョン1 第19節,ベガルタ仙台,埼玉スタジアム2002,L,H,△ 1 - 1,1,1,"32,231人"
1106,808,568,2010.08.21,2010Jリーグ ディビジョン1 第20節,湘南ベルマーレ,平塚競技場,L,A,○ 4 - 1,4,1,"14,095人"
1107,809,569,2010.08.28,2010Jリーグ ディビジョン1 第21節,鹿島アントラーズ,埼玉スタジアム2002,L,H,△ 1 - 1,1,1,"51,177人"
1108,810,,2010.09.05,第90回天皇杯全日本サッカー選手権大会 2回戦,東京国際大学,さいたま市浦和駒場スタジアム,E,N,○ 7 - 0,7,0,"9,701人"
1109,811,570,2010.09.12,2010Jリーグ ディビジョン1 第22節,FC東京,味の素スタジアム,L,A,○ 1 - 0,1,0,"29,959人"
1110,812,571,2010.09.18,2010Jリーグ ディビジョン1 第23節,清水エスパルス,埼玉スタジアム2002,L,H,△ 1 - 1,1,1,"38,909人"
1111,813,572,2010.09.25,2010Jリーグ ディビジョン1 第24節,アルビレックス新潟,埼玉スタジアム2002,L,H,○ 2 - 0,2,0,"31,973人"
1112,814,573,2010.10.02,2010Jリーグ ディビジョン1 第25節,大宮アルディージャ,埼玉スタジアム2002,L,A,○ 2 - 1,2,1,"29,575人"
1113,815,,2010.10.11,第90回天皇杯全日本サッカー選手権大会 3回戦,徳島ヴォルティス,さいたま市浦和駒場スタジアム,E,N,○ 2 - 0,2,0,"13,240人"
1114,816,574,2010.10.16,2010Jリーグ ディビジョン1 第26節,セレッソ大阪,埼玉スタジアム2002,L,H,○ 2 - 0,2,0,"32,902人"
1115,817,575,2010.10.23,2010Jリーグ ディビジョン1 第27節,ジュビロ磐田,エコパスタジアム,L,A,● 1 - 2,1,2,"18,301人"
1116,818,576,2010.10.30,2010Jリーグ ディビジョン1 第28節,モンテディオ山形,埼玉スタジアム2002,L,H,● 0 - 1,0,1,"21,625人"
1117,819,577,2010.11.07,2010Jリーグ ディビジョン1 第29節,サンフレッチェ広島,広島ビッグアーチ,L,A,● 1 - 2,1,2,"21,725人"
1118,820,578,2010.11.14,2010Jリーグ ディビジョン1 第30節,京都サンガF.C.,埼玉スタジアム2002,L,H,○ 2 - 0,2,0,"32,398人"
1119,821,,2010.11.17,第90回天皇杯全日本サッカー選手権大会 4回戦,ジュビロ磐田,埼玉スタジアム2002,E,N,○ 1 - 0,1,0,"11,129人"
1120,822,579,2010.11.20,2010Jリーグ ディビジョン1 第31節,ガンバ大阪,埼玉スタジアム2002,L,H,● 0 - 2,0,2,"40,071人"
1121,823,580,2010.11.23,2010Jリーグ ディビジョン1 第32節,横浜F・マリノス,日産スタジアム,L,A,○ 4 - 1,4,1,"29,691人"
1122,824,581,2010.11.27,2010Jリーグ ディビジョン1 第33節,川崎フロンターレ,等々力陸上競技場,L,A,△ 1 - 1,1,1,"19,411人"
1123,825,582,2010.12.04,2010Jリーグ ディビジョン1 第34節,ヴィッセル神戸,埼玉スタジアム2002,L,H,● 0 - 4,0,4,"45,941人"
1124,826,,2010.12.25,第90回天皇杯全日本サッカー選手権大会 準々決勝,ガンバ大阪,万博記念競技場,E,N,● 1 - 2,1,2,"14,815人"
1125,,,2011.02.13,2011Jリーグプレシーズンマッチ,サガン鳥栖,ベストアメニティスタジアム,P,A,● 1 - 2,1,2,"7,575人"
1126,,,2011.02.20,さいたまシティカップ2011,大宮アルディージャ,NACK5スタジアム大宮,P,A,● 0 - 3,0,3,"11,362人"
1127,,,2011.02.27,「コジマドリームマッチ」2011Jリーグプレシーズンマッチ,栃木SC,栃木県グリーンスタジアム,P,A,○ 1 - 0,1,0,"10,271人"
1128,827,583,2011.03.06,2011Jリーグ ディビジョン1 第1節,ヴィッセル神戸,ホームズスタジアム神戸,L,A,● 0 - 1,0,1,"19,913人"
1129,828,584,2011.04.24,2011Jリーグ ディビジョン1 第7節,名古屋グランパス,埼玉スタジアム2002,L,H,○ 3 - 0,3,0,"42,767人"
1130,829,585,2011.04.29,2011Jリーグ ディビジョン1 第8節,ベガルタ仙台,ユアテックスタジアム仙台,L,A,● 0 - 1,0,1,"18,456人"
1131,830,586,2011.05.03,2011Jリーグ ディビジョン1 第9節,横浜F・マリノス,埼玉スタジアム2002,L,H,● 0 - 2,0,2,"47,056人"
1132,831,587,2011.05.07,2011Jリーグ ディビジョン1 第10節,柏レイソル,国立競技場,L,A,● 1 - 3,1,3,"24,222人"
1133,832,588,2011.05.15,2011Jリーグ ディビジョン1 第11節,セレッソ大阪,埼玉スタジアム2002,L,H,△ 1 - 1,1,1,"31,571人"
1134,833,589,2011.05.21,2011Jリーグ ディビジョン1 第12節,鹿島アントラーズ,埼玉スタジアム2002,L,H,△ 2 - 2,2,2,"37,521人"
1135,834,590,2011.05.28,2011Jリーグ ディビジョン1 第13節,アルビレックス新潟,埼玉スタジアム2002,L,H,△ 1 - 1,1,1,"25,272人"
1136,835,,2011.06.05,2011Jリーグヤマザキナビスコカップ 1回戦 第1戦,モンテディオ山形,埼玉スタジアム2002,LC,H,○ 2 - 0,2,0,"23,275人"
1137,836,591,2011.06.11,2011Jリーグ ディビジョン1 第14節,大宮アルディージャ,NACK5スタジアム大宮,L,A,△ 2 - 2,2,2,"12,221人"
1138,837,592,2011.06.15,2011Jリーグ ディビジョン1 第15節,サンフレッチェ広島,広島ビッグアーチ,L,A,△ 0 - 0,0,0,"13,707人"
1139,838,593,2011.06.18,2011Jリーグ ディビジョン1 第16節,清水エスパルス,埼玉スタジアム2002,L,H,● 1 - 3,1,3,"31,921人"
1140,839,594,2011.06.22,2011Jリーグ ディビジョン1 第17節,アビスパ福岡,埼玉スタジアム2002,L,H,○ 3 - 0,3,0,"20,240人"
1141,840,595,2011.06.25,2011Jリーグ ディビジョン1 第18節,名古屋グランパス,豊田スタジアム,L,A,△ 1 - 1,1,1,"28,515人"
1142,841,596,2011.07.02,2011Jリーグ ディビジョン1 第2節,ガンバ大阪,埼玉スタジアム2002,L,H,△ 1 - 1,1,1,"42,331人"
1143,842,597,2011.07.06,2011Jリーグ ディビジョン1 第3節,モンテディオ山形,NDソフトスタジアム山形,L,A,△ 0 - 0,0,0,"8,303人"
1144,843,598,2011.07.13,2011Jリーグ ディビジョン1 第4節,川崎フロンターレ,埼玉スタジアム2002,L,H,○ 2 - 0,2,0,"24,293人"
1145,844,599,2011.07.17,2011Jリーグ ディビジョン1 第5節,ジュビロ磐田,エコパスタジアム,L,A,△ 1 - 1,1,1,"18,623人"
1146,845,600,2011.07.23,2011Jリーグ ディビジョン1 第6節,ヴァンフォーレ甲府,埼玉スタジアム2002,L,H,○ 2 - 0,2,0,"31,369人"
1147,846,,2011.07.27,2011Jリーグヤマザキナビスコカップ 1回戦 第2戦,モンテディオ山形,NDソフトスタジアム山形,LC,A,○ 2 - 1,2,1,"5,012人"
1148,847,601,2011.07.30,2011Jリーグ ディビジョン1 第19節,川崎フロンターレ,等々力陸上競技場,L,A,○ 1 - 0,1,0,"20,047人"
1149,848,602,2011.08.06,2011Jリーグ ディビジョン1 第20節,ヴィッセル神戸,埼玉スタジアム2002,L,H,● 2 - 3,2,3,"32,231人"
1150,849,603,2011.08.14,2011Jリーグ ディビジョン1 第21節,アルビレックス新潟,東北電力ビッグスワンスタジアム,L,A,○ 3 - 2,3,2,"37,375人"
1151,850,604,2011.08.20,2011Jリーグ ディビジョン1 第22節,ヴァンフォーレ甲府,国立競技場,L,A,● 2 - 3,2,3,"21,589人"
1152,851,605,2011.08.24,2011Jリーグ ディビジョン1 第23節,サンフレッチェ広島,埼玉スタジアム2002,L,H,△ 1 - 1,1,1,"27,947人"
1153,852,606,2011.08.28,2011Jリーグ ディビジョン1 第24節,セレッソ大阪,大阪長居スタジアム,L,A,● 1 - 3,1,3,"26,248人"
1154,853,607,2011.09.11,2011Jリーグ ディビジョン1 第25節,モンテディオ山形,埼玉スタジアム2002,L,H,● 0 - 1,0,1,"27,709人"
1155,854,,2011.09.14,2011Jリーグヤマザキナビスコカップ 2回戦 第1戦,大宮アルディージャ,埼玉スタジアム2002,LC,H,○ 2 - 0,2,0,"13,036人"
1156,855,608,2011.09.17,2011Jリーグ ディビジョン1 第26節,清水エスパルス,エコパスタジアム,L,A,● 0 - 1,0,1,"21,524人"
1157,856,609,2011.09.24,2011Jリーグ ディビジョン1 第27節,鹿島アントラーズ,茨城県立カシマサッカースタジアム,L,A,△ 0 - 0,0,0,"25,061人"
1158,857,,2011.09.28,2011Jリーグヤマザキナビスコカップ 2回戦 第2戦,大宮アルディージャ,NACK5スタジアム大宮,LC,A,○ 2 - 1,2,1,"8,982人"
1159,858,610,2011.10.02,2011Jリーグ ディビジョン1 第28節,ガンバ大阪,万博記念競技場,L,A,● 0 - 1,0,1,"20,053人"
1160,859,,2011.10.05,2011Jリーグヤマザキナビスコカップ 準々決勝,セレッソ大阪,大阪長居スタジアム,LC,A,○ 2 - 1,2,1,"6,736人"
1161,860,,2011.10.09,2011Jリーグヤマザキナビスコカップ 準決勝,ガンバ大阪,埼玉スタジアム2002,LC,H,○ 2 - 1,2,1,"23,879人"
1162,861,,2011.10.12,第91回天皇杯全日本サッカー選手権大会 2回戦,宮崎産業経営大学,埼玉スタジアム2002,E,N,○ 4 - 1,4,1,"4,849人"
1163,862,611,2011.10.15,2011Jリーグ ディビジョン1 第29節,大宮アルディージャ,埼玉スタジアム2002,L,H,● 0 - 1,0,1,"34,654人"
1164,863,612,2011.10.22,2011Jリーグ ディビジョン1 第30節,横浜F・マリノス,日産スタジアム,L,A,○ 2 - 1,2,1,"27,527人"
1165,864,,2011.10.29,2011Jリーグヤマザキナビスコカップ 決勝,鹿島アントラーズ,国立競技場,LC,N,● 0 - 1,0,1,"46,599人"
